2014	50	1	2	9	22	9	40	4	1
2014	50	1	4	8	3	9	1	4	2
2014	50	1	4	9	9	9	57	4	1
2014	50	1	6	14	4	14	25	4	1
2014	50	1	6	14	26	14	41	4	1
2014	50	1	7	2	25	2	37	4	2
2014	50	1	8	3	59	4	33	4	1
2014	50	1	9	3	59	4	34	4	1
2014	50	1	9	3	8	3	25	4	2
2014	50	1	12	8	49	9	13	4	2
2014	50	1	12	9	20	9	38	4	1
2014	50	1	12	8	3	8	21	4	2
2014	50	1	13	23	55	0	13	4	5
2014	50	1	14	7	55	8	7	4	2
2014	50	1	15	4	18	4	28	4	1
2014	50	1	15	5	55	6	15	4	1
2014	50	1	15	5	23	5	54	4	1
2014	50	1	15	4	46	5	2	4	4
2014	50	1	16	0	1	0	17	4	2
2014	50	1	16	14	2	14	36	4	1
2014	50	1	16	0	26	0	45	4	2
2014	50	1	17	5	44	6	6	4	1
2014	50	1	17	5	26	5	40	4	1
2014	50	1	17	6	38	6	48	4	2
2014	50	1	17	8	10	8	21	4	2
2014	50	1	18	14	4	14	38	4	1
2014	50	1	21	13	22	13	57	4	1
2014	50	1	21	14	2	14	26	4	1
2014	50	1	24	5	25	5	46	4	1
2014	50	1	25	8	55	9	36	4	1
2014	50	1	25	8	39	8	54	4	2
2014	50	1	26	4	53	5	4	4	4
2014	50	1	26	4	34	4	51	4	2
2014	50	1	26	4	20	4	31	4	1
2014	50	1	26	5	13	5	25	4	4
2014	50	1	27	14	1	14	24	4	1
2014	50	1	28	4	17	4	30	4	1
2014	50	1	28	4	1	4	11	4	4
2014	51	1	2	10	7	10	18	4	2
2014	51	1	4	7	59	8	14	4	2
2014	51	1	4	8	20	8	48	4	1
2014	51	1	5	12	7	12	49	4	1
2014	51	1	12	8	41	8	54	4	1
2014	51	1	12	8	28	8	39	4	1
2014	51	1	14	8	2	8	12	4	2
2014	51	1	14	7	30	7	48	4	2
2014	51	1	14	8	14	8	30	4	1
2014	51	1	14	17	14	17	25	4	7
2014	51	1	15	5	10	5	26	4	4
2014	51	1	15	4	57	5	8	4	1
2014	51	1	17	8	8	8	21	4	2
2014	51	1	17	6	58	7	16	4	1
2014	51	1	17	7	38	7	49	4	2
2014	51	1	17	7	18	7	28	4	4
2014	51	1	21	12	2	12	41	4	1
2014	51	1	22	17	28	17	39	4	2
2014	51	1	22	15	2	15	12	4	7
2014	51	1	24	5	14	5	25	4	3
2014	51	1	24	7	4	7	16	4	1
2014	51	1	25	9	56	10	21	4	2
2014	51	1	25	10	25	10	36	4	1
2014	51	1	28	4	55	5	17	4	1
2014	51	1	29	11	19	11	57	4	2
2014	51	1	29	10	9	10	20	4	2
2014	51	1	29	12	1	12	15	4	1
2014	51	1	29	12	22	12	38	4	7
2014	51	1	31	11	33	11	51	4	7
2014	52	1	2	10	43	11	0	4	7
2014	52	1	2	10	5	10	41	4	7
2014	52	1	2	11	7	11	19	4	7
2014	52	1	2	9	47	9	58	4	7
2014	52	1	5	11	36	11	51	4	7
2014	52	1	6	13	28	13	41	4	7
2014	52	1	15	15	22	15	38	4	7
2014	52	1	16	12	41	12	57	4	7
2014	52	1	21	12	28	12	57	4	7
2014	52	1	21	13	2	13	16	4	7
2014	52	1	21	13	29	13	42	4	7
2014	52	1	25	9	49	10	8	4	7
2014	52	1	29	11	20	11	35	4	7
2014	53	1	2	11	8	11	21	4	5
2014	53	1	8	2	31	3	1	4	2
2014	53	1	9	2	55	3	8	4	2
2014	53	1	11	16	47	16	58	4	7
2014	53	1	16	0	35	0	46	4	2
2014	53	1	19	15	8	15	19	4	1
2014	53	1	29	11	5	11	16	4	5
2014	54	1	1	18	7	18	25	4	2
2014	54	1	1	17	48	18	3	4	2
2014	54	1	1	18	47	19	4	4	4
2014	54	1	2	10	24	10	39	4	1
2014	54	1	3	15	38	15	50	4	1
2014	54	1	5	12	15	12	31	4	5
2014	54	1	11	18	37	18	51	4	2
2014	54	1	11	18	21	18	35	4	7
2014	54	1	12	10	13	10	26	4	2
2014	54	1	14	19	42	19	58	4	1
2014	54	1	14	18	59	19	18	4	2
2014	54	1	14	18	28	18	53	4	2
2014	54	1	14	19	18	19	41	4	7
2014	54	1	18	15	38	16	1	4	1
2014	54	1	18	16	46	17	6	4	7
2014	54	1	18	16	5	16	19	4	7
2014	54	1	19	15	42	15	53	4	1
2014	54	1	21	15	31	15	43	4	7
2014	54	1	21	13	37	13	47	4	5
2014	54	1	21	12	6	12	24	4	5
2014	54	1	21	13	21	13	36	4	5
2014	54	1	22	15	38	15	51	4	1
2014	54	1	22	17	48	17	58	4	2
2014	54	1	22	17	33	17	45	4	1
2014	54	1	25	10	22	10	32	4	1
2014	54	1	27	16	1	16	19	4	7
2014	54	1	29	10	22	10	34	4	1
2014	54	1	29	10	36	10	49	4	1
2014	54	1	29	11	13	11	31	4	5
2014	54	1	32	18	1	18	27	4	2
2014	54	1	32	18	28	19	2	4	2
2014	54	1	32	19	27	19	43	4	7
2014	55	1	25	9	54	10	4	4	1
2014	56	1	13	23	9	23	20	4	2
2014	57	1	13	23	9	23	20	4	2
2014	58	1	5	12	40	13	1	4	1
2014	58	1	14	19	27	19	40	4	2
2014	58	1	15	14	41	15	8	4	1
2014	58	1	16	23	41	23	55	4	2
2014	58	1	17	19	15	19	36	4	2
2014	58	1	18	15	2	15	30	4	7
2014	58	1	22	17	2	17	26	4	7
2014	59	1	2	9	7	9	18	4	4
2014	59	1	4	9	2	9	16	4	1
2014	59	1	7	0	42	0	55	4	2
2014	59	1	12	8	5	8	30	4	2
2014	59	1	12	9	7	9	26	4	1
2014	59	1	16	0	13	0	28	4	2
2014	59	1	16	0	33	0	48	4	2
2014	59	1	16	23	41	23	55	4	2
2014	59	1	25	9	11	9	24	4	1
2014	60	1	5	11	50	12	27	4	2
2014	60	1	5	11	6	11	24	4	1
2014	60	1	12	9	19	9	45	4	2
2014	60	1	12	8	3	8	25	4	2
2014	60	1	21	11	26	11	50	4	2
2014	60	1	25	9	19	9	30	4	2
2014	60	1	25	9	46	10	2	4	2
2014	60	1	25	9	30	9	43	4	4
2014	60	1	29	10	45	11	3	4	1
2014	60	1	31	9	18	9	34	4	2
2014	72	1	12	7	8	7	20	4	2
2014	72	1	28	3	20	3	37	4	2
2014	73	1	2	9	38	9	53	4	2
2014	73	1	5	11	5	11	15	4	2
2014	73	1	18	14	19	14	31	4	1
2014	73	1	21	12	32	12	58	4	1
2014	73	1	21	13	25	13	35	4	4
2014	77	1	3	14	1	14	14	5	1
2014	77	1	5	10	5	10	20	5	2
2014	77	1	5	11	5	11	16	5	2
2014	77	1	12	7	8	7	20	5	2
2014	77	1	18	13	54	14	5	5	2
2014	77	1	19	14	5	14	17	5	1
2014	79	1	5	10	20	11	17	5	2
2014	79	1	13	23	24	23	37	5	2
2014	80	1	2	7	35	7	52	5	2
2014	80	1	2	9	11	9	24	5	2
2014	80	1	5	11	13	11	30	5	2
2014	80	1	5	10	46	10	57	5	4
2014	80	1	5	10	32	10	46	5	2
2014	80	1	12	7	57	8	9	5	2
2014	80	1	13	23	24	23	37	5	2
2014	80	1	16	10	44	11	6	5	2
2014	80	1	16	11	15	11	37	5	1
2014	80	1	21	11	10	11	35	5	2
2014	80	1	21	10	6	10	16	5	4
2014	80	1	25	8	37	9	15	5	2
2014	80	1	25	8	14	8	35	5	2
2014	80	1	29	11	20	11	34	5	1
2014	80	1	29	9	52	10	15	5	1
2014	80	1	31	8	53	9	4	5	2
2014	81	1	18	14	9	14	21	5	2
2014	85	1	5	10	25	10	36	5	2
2014	85	1	25	7	43	7	58	5	2
2014	85	1	29	9	1	9	16	5	2
2014	85	1	31	7	29	7	45	5	2
2014	86	1	5	9	57	10	17	5	1
2014	86	1	5	10	40	11	5	5	1
2014	86	1	5	10	18	10	28	5	4
2014	86	1	15	12	44	13	15	5	2
2014	89	1	5	10	28	10	41	5	5
2014	89	1	16	10	36	10	47	5	5
2014	90	1	29	9	19	9	34	5	5
2014	93	1	5	10	12	10	25	5	5
2014	97	1	14	16	26	16	37	5	5
2014	97	1	14	15	33	15	57	5	5
2014	97	1	32	16	22	16	45	5	1
2014	98	1	18	13	29	13	41	5	5
2014	99	1	29	8	20	8	31	5	2
2014	102	1	2	7	39	7	52	5	1
2014	102	1	2	5	51	6	2	5	4
2014	102	1	2	5	23	5	50	5	3
2014	102	1	3	13	10	13	37	5	1
2014	102	1	4	4	43	5	0	5	1
2014	102	1	4	5	6	5	25	5	4
2014	102	1	4	5	27	5	38	5	3
2014	102	1	6	7	40	7	53	5	1
2014	102	1	8	1	5	1	19	5	2
2014	102	1	8	0	42	0	53	5	2
2014	102	1	11	13	27	13	40	5	1
2014	102	1	11	13	42	13	54	5	1
2014	102	1	12	5	1	5	50	5	3
2014	102	1	14	4	55	5	11	5	3
2014	102	1	14	13	46	13	58	5	5
2014	102	1	17	1	58	2	11	5	2
2014	102	1	17	4	3	4	29	5	2
2014	102	1	17	3	43	3	53	5	2
2014	102	1	18	13	15	13	43	5	1
2014	102	1	19	13	12	13	44	5	1
2014	102	1	19	12	46	13	2	5	1
2014	102	1	21	10	23	10	38	5	1
2014	102	1	22	13	12	13	45	5	1
2014	102	1	24	4	39	4	54	5	1
2014	102	1	25	5	50	6	3	5	4
2014	102	1	25	5	32	5	48	5	3
2014	102	1	27	13	10	13	39	5	1
2014	102	1	27	10	31	10	44	5	1
2014	102	1	28	1	22	1	41	5	2
2014	102	1	29	6	20	6	33	5	1
2014	102	1	31	6	36	6	51	5	1
2014	102	1	31	7	12	7	23	5	1
2014	103	1	2	5	19	5	50	5	4
2014	103	1	4	5	2	5	14	5	3
2014	103	1	4	5	27	5	54	5	1
2014	103	1	5	9	12	9	23	5	1
2014	103	1	12	5	7	6	0	5	3
2014	103	1	17	4	29	4	40	5	5
2014	103	1	17	4	13	4	26	5	1
2014	103	1	25	5	15	5	25	5	3
2014	103	1	25	5	34	5	49	5	1
2014	107	1	1	15	27	15	42	5	2
2014	107	1	5	9	23	9	37	5	2
2014	107	1	5	9	10	9	21	5	2
2014	107	1	11	15	19	15	41	5	2
2014	107	1	14	15	14	15	25	5	1
2014	107	1	14	14	44	14	58	5	2
2014	107	1	15	11	49	12	6	5	2
2014	107	1	20	15	29	15	53	5	2
2014	107	1	32	15	14	15	40	5	2
2014	107	1	32	15	44	16	3	5	2
2014	109	1	14	15	50	16	2	5	1
2014	109	1	32	15	35	15	56	5	1
2014	110	1	1	15	58	16	9	5	1
2014	110	1	32	16	0	16	15	5	1
2014	110	1	32	15	1	15	29	5	1
2014	111	1	15	11	27	11	39	4	5
2014	111	1	19	11	23	11	37	4	5
2014	111	1	21	10	58	11	10	4	5
2014	111	1	27	11	15	11	33	4	5
2014	114	1	15	10	51	11	3	4	5
2014	114	1	21	10	5	10	17	4	2
2014	114	1	21	10	46	11	4	4	1
2014	118	1	16	8	59	9	12	4	4
2014	118	1	21	8	56	9	9	4	2
2014	118	1	29	8	56	9	7	4	2
2014	120	1	2	5	15	5	52	4	1
2014	120	1	3	10	24	10	34	4	4
2014	120	1	4	4	43	5	9	4	2
2014	120	1	4	3	54	4	14	4	2
2014	120	1	11	14	33	14	43	4	3
2014	120	1	11	13	26	13	36	4	1
2014	120	1	12	3	59	4	17	4	2
2014	120	1	12	4	19	4	31	4	2
2014	120	1	12	5	31	6	4	4	1
2014	120	1	13	17	36	17	47	4	5
2014	120	1	14	13	22	13	35	4	1
2014	120	1	18	11	29	11	39	4	4
2014	120	1	20	16	14	16	28	4	4
2014	120	1	20	15	47	16	4	4	1
2014	120	1	23	17	31	17	46	4	5
2014	120	1	25	5	7	6	6	4	1
2014	120	1	28	1	26	1	40	4	2
2014	120	1	29	5	51	6	6	4	4
2014	120	1	29	5	31	5	44	4	1
2014	120	1	31	5	40	6	5	4	1
2014	120	1	32	13	37	13	48	4	1
2014	125	1	21	8	27	8	37	4	5
2014	125	1	21	8	43	9	0	4	5
2014	128	1	3	9	31	9	58	4	1
2014	128	1	15	9	54	10	4	4	4
2014	128	1	16	8	1	8	16	4	2
2014	128	1	16	9	26	9	54	4	4
2014	128	1	18	9	16	10	4	4	4
2014	128	1	20	15	50	16	1	4	1
2014	128	1	21	9	32	9	54	4	1
2014	128	1	21	8	1	8	16	4	2
2014	128	1	22	9	51	10	3	4	4
2014	128	1	23	16	26	16	37	4	1
2014	128	1	27	9	31	9	50	4	4
2014	131	1	3	9	23	9	38	4	5
2014	131	1	15	9	40	10	7	4	5
2014	131	1	18	10	16	10	37	4	7
2014	131	1	21	10	14	10	37	4	7
2014	131	1	27	9	23	9	36	4	5
2014	132	1	21	8	25	8	38	4	5
2014	143	1	13	17	18	17	29	6	5
2014	149	1	14	13	8	13	19	5	2
2014	149	1	32	12	45	13	3	5	4
2014	149	1	32	13	19	13	30	5	2
2014	159	1	1	11	2	11	22	5	3
2014	159	1	2	3	54	4	5	5	2
2014	159	1	2	4	7	4	18	5	2
2014	159	1	5	5	10	5	21	5	2
2014	159	1	11	9	44	10	1	5	1
2014	159	1	11	11	33	11	52	5	5
2014	159	1	14	11	1	11	17	5	3
2014	159	1	18	9	36	9	47	5	2
2014	159	1	19	9	37	9	47	5	2
2014	159	1	21	5	47	6	1	5	4
2014	159	1	21	4	50	5	7	5	1
2014	159	1	22	9	35	9	56	5	4
2014	159	1	29	5	48	6	10	5	4
2014	159	1	32	11	33	11	47	5	5
2014	159	1	32	11	48	12	0	5	5
2014	171	1	22	9	16	9	28	4	5
2014	190	1	6	12	46	12	58	4	5
2014	193	1	13	12	46	12	59	4	5
2014	193	1	23	12	41	13	16	4	5
2014	193	1	31	11	40	11	52	4	5
2014	196	1	4	10	58	11	14	4	7
2014	196	1	17	9	35	10	2	4	7
2014	196	1	32	9	40	9	51	4	7
2014	207	1	1	8	56	9	8	5	4
2014	207	1	17	9	10	9	31	5	4
2014	207	1	32	8	57	9	21	5	1
2014	207	1	32	9	22	9	33	5	4
2014	209	1	32	8	45	8	59	5	1
2014	214	1	16	13	56	14	8	5	1
2014	216	1	4	9	7	9	22	5	1
2014	216	1	4	8	51	9	6	5	1
2014	216	1	17	9	6	9	18	5	1
2014	216	1	17	8	49	9	3	5	1
2014	216	1	20	9	20	9	34	5	4
2014	216	1	31	9	6	9	25	5	1
2014	216	1	32	9	7	9	24	5	1
2014	217	1	7	12	31	12	42	5	2
2014	217	1	13	11	58	12	10	5	1
2014	217	1	13	12	29	12	48	5	1
2014	217	1	23	11	58	12	10	5	1
2014	219	1	13	12	0	12	15	5	1
2014	233	1	20	8	57	9	9	5	1
2014	239	1	1	6	14	6	29	5	1
2014	239	1	2	10	16	10	28	5	4
2014	239	1	4	6	22	6	42	5	1
2014	239	1	5	13	43	14	1	5	1
2014	239	1	6	9	31	9	46	5	2
2014	239	1	6	8	42	8	57	5	4
2014	239	1	7	12	50	13	11	5	2
2014	239	1	8	14	37	14	50	5	1
2014	239	1	9	9	32	9	44	5	2
2014	239	1	10	11	52	12	10	5	1
2014	239	1	13	10	41	10	53	5	4
2014	239	1	13	10	55	11	40	5	2
2014	239	1	14	6	16	6	34	5	1
2014	239	1	14	18	46	19	0	5	3
2014	239	1	15	15	6	15	16	5	4
2014	239	1	15	16	50	17	6	5	4
2014	239	1	16	11	2	11	15	5	2
2014	239	1	17	16	21	16	33	5	3
2014	239	1	17	18	56	19	10	5	3
2014	239	1	20	8	31	9	12	5	1
2014	239	1	23	8	55	9	11	5	1
2014	239	1	23	9	51	10	2	5	2
2014	239	1	24	16	38	16	51	5	4
2014	239	1	26	15	6	15	16	5	4
2014	239	1	28	14	20	14	32	5	4
2014	239	1	28	15	55	16	8	5	3
2014	239	1	28	15	6	15	16	5	4
2014	239	1	30	13	20	13	35	5	1
2014	239	1	30	15	6	15	16	5	4
2014	239	1	30	13	3	13	15	5	4
2014	239	1	30	13	37	13	51	5	1
2014	239	1	30	14	22	14	32	5	4
2014	239	1	32	8	46	8	59	5	4
2014	239	1	32	6	17	6	42	5	1
2014	240	1	1	5	31	5	48	5	1
2014	240	1	1	7	21	7	32	5	5
2014	240	1	4	7	22	7	34	5	5
2014	240	1	6	10	6	10	20	5	4
2014	240	1	9	7	22	7	39	5	5
2014	240	1	11	5	33	5	50	5	1
2014	240	1	11	5	19	5	31	5	1
2014	240	1	14	5	15	5	31	5	1
2014	240	1	14	5	33	5	45	5	1
2014	240	1	14	4	26	4	42	5	4
2014	240	1	17	7	23	7	39	5	5
2014	240	1	19	4	56	5	7	5	4
2014	240	1	20	7	24	7	34	5	5
2014	240	1	22	3	1	3	16	5	2
2014	240	1	22	5	21	5	42	5	1
2014	240	1	22	4	34	5	9	5	4
2014	240	1	24	16	24	16	36	5	3
2014	240	1	24	16	55	17	13	5	4
2014	240	1	31	7	23	7	36	5	5
2014	240	1	32	5	24	5	50	5	1
2014	241	1	4	6	46	7	2	5	5
2014	241	1	7	10	49	11	0	5	1
2014	241	1	10	10	43	10	55	5	1
2014	241	1	13	10	43	10	57	5	1
2014	241	1	14	6	48	7	2	5	5
2014	241	1	16	10	43	10	56	5	1
2014	241	1	16	11	25	11	36	5	1
2014	241	1	16	11	3	11	22	5	1
2014	241	1	17	6	46	7	2	5	5
2014	241	1	23	10	43	10	55	5	1
2014	241	1	23	11	26	11	44	5	1
2014	241	1	32	6	41	6	56	5	5
2014	242	1	5	11	37	11	54	5	1
2014	242	1	7	11	52	12	2	5	1
2014	242	1	10	11	37	12	6	5	1
2014	242	1	13	10	31	10	42	5	1
2014	242	1	13	11	23	11	34	5	5
2014	242	1	16	11	48	12	16	5	1
2014	243	1	7	13	38	13	49	5	1
2014	243	1	7	10	41	11	9	5	4
2014	243	1	8	10	43	11	8	5	4
2014	243	1	9	10	31	10	43	5	4
2014	243	1	10	10	53	11	5	5	1
2014	243	1	13	10	44	11	3	5	1
2014	243	1	13	10	26	10	40	5	1
2014	243	1	16	10	27	10	43	5	1
2014	243	1	16	11	2	11	14	5	4
2014	245	1	16	10	59	11	14	5	5
2014	246	1	6	8	58	9	9	5	1
2014	246	1	9	9	35	9	51	5	1
2014	246	1	9	10	24	10	35	5	4
2014	246	1	10	9	34	9	44	5	1
2014	246	1	13	10	21	10	56	5	1
2014	246	1	31	7	26	7	39	5	1
2014	248	1	6	8	56	9	7	5	1
2014	248	1	9	8	57	9	11	5	1
2014	248	1	13	8	57	9	11	5	1
2014	248	1	23	8	56	9	11	5	1
2014	249	1	9	9	16	9	32	5	2
2014	254	1	5	12	49	13	1	6	1
2014	254	1	6	8	27	8	40	6	1
2014	254	1	7	11	21	11	36	6	2
2014	254	1	7	12	13	12	32	6	1
2014	254	1	9	8	26	8	42	6	1
2014	254	1	13	8	22	8	39	6	1
2014	254	1	26	12	24	12	37	6	1
2014	254	1	30	12	7	12	19	6	2
2014	255	1	2	9	23	9	45	6	3
2014	255	1	3	9	46	10	2	6	1
2014	255	1	5	22	46	23	1	6	2
2014	255	1	5	22	16	22	44	6	2
2014	255	1	9	9	53	10	4	6	1
2014	255	1	9	9	1	9	46	6	4
2014	255	1	10	9	21	9	46	6	4
2014	255	1	13	9	31	9	46	6	1
2014	255	1	13	9	1	9	30	6	3
2014	255	1	15	1	53	2	7	6	2
2014	255	1	16	9	38	10	2	6	1
2014	255	1	17	17	4	17	16	6	1
2014	255	1	23	9	30	10	2	6	1
2014	255	1	23	9	5	9	23	6	1
2014	262	1	1	4	47	5	14	6	2
2014	262	1	4	4	49	5	16	6	2
2014	262	1	7	11	40	11	55	6	4
2014	262	1	8	11	44	11	56	6	2
2014	262	1	14	5	12	5	24	6	4
2014	262	1	14	4	17	4	41	6	2
2014	262	1	17	5	23	5	36	6	4
2014	262	1	22	4	0	4	24	6	2
2014	262	1	30	11	55	12	6	6	1
2014	262	1	32	4	48	5	33	6	2
2014	263	1	16	10	32	10	49	6	2
2014	264	1	32	5	5	5	16	6	2
2014	265	1	8	10	13	10	25	6	1
2014	265	1	26	12	3	12	13	6	1
2014	265	1	30	12	2	12	17	6	1
2014	265	1	30	12	30	12	40	6	1
2014	266	1	8	11	39	11	52	6	1
2014	266	1	30	11	41	11	51	6	1
2014	267	1	2	8	38	8	50	6	5
2014	267	1	3	8	58	9	10	6	5
2014	267	1	5	9	53	10	6	6	5
2014	267	1	7	9	17	9	28	6	5
2014	267	1	7	10	8	10	21	6	5
2014	267	1	8	9	53	10	17	6	5
2014	267	1	8	9	17	9	30	6	5
2014	267	1	9	8	30	8	46	6	5
2014	267	1	9	9	10	9	26	6	5
2014	267	1	9	10	2	10	16	6	5
2014	267	1	10	8	33	8	46	6	5
2014	267	1	10	10	5	10	17	6	5
2014	267	1	13	8	30	8	46	6	5
2014	267	1	13	10	2	10	16	6	5
2014	267	1	13	9	10	9	23	6	5
2014	267	1	15	14	42	14	52	6	5
2014	267	1	16	9	2	9	23	6	5
2014	267	1	16	9	53	10	5	6	5
2014	267	1	23	8	29	8	47	6	5
2014	267	1	24	14	40	14	57	6	5
2014	267	1	26	13	43	13	57	6	5
2014	267	1	26	14	31	14	45	6	5
2014	267	1	28	13	11	13	38	6	5
2014	268	1	5	10	21	10	36	6	5
2014	269	1	7	12	16	12	36	6	5
2014	269	1	7	11	32	12	3	6	5
2014	269	1	8	11	33	11	48	6	5
2014	269	1	12	15	51	16	1	6	5
2014	269	1	15	14	49	15	1	6	5
2014	269	1	15	15	6	15	20	6	5
2014	269	1	17	15	13	15	27	6	5
2014	269	1	17	14	50	15	3	6	5
2014	269	1	17	15	55	16	26	6	5
2014	269	1	24	15	53	16	5	6	5
2014	269	1	28	14	28	14	41	6	5
2014	269	1	28	14	13	14	25	6	5
2014	269	1	30	11	48	12	0	6	5
2014	269	1	30	13	22	13	33	6	5
2014	270	1	4	5	55	6	9	6	1
2014	270	1	5	9	42	9	59	6	1
2014	270	1	8	9	28	9	52	6	1
2014	270	1	9	9	30	9	51	6	1
2014	270	1	10	9	28	9	43	6	1
2014	270	1	13	9	35	9	52	6	1
2014	270	1	16	9	40	9	52	6	1
2014	270	1	23	9	33	9	50	6	1
2014	270	1	31	5	22	5	40	6	1
2014	270	1	32	5	30	5	44	6	1
2014	270	1	32	5	54	6	4	6	1
2014	270	1	32	4	48	5	6	6	1
2014	270	1	32	5	9	5	22	6	1
2014	271	1	30	12	0	12	10	6	1
2014	272	1	7	11	31	11	41	6	1
2014	272	1	8	11	32	11	42	6	1
2014	272	1	28	11	54	12	6	6	1
2014	272	1	30	11	53	12	5	6	1
2014	273	1	5	9	39	9	51	6	4
2014	273	1	7	11	4	11	18	6	1
2014	273	1	8	11	3	11	15	6	1
2014	273	1	8	9	28	9	43	6	1
2014	273	1	9	9	30	9	43	6	1
2014	273	1	12	15	34	15	54	6	1
2014	273	1	13	9	30	9	43	6	1
2014	273	1	14	4	49	5	0	6	2
2014	273	1	23	8	44	8	54	6	4
2014	273	1	31	5	20	5	31	6	4
2014	274	1	5	10	28	10	38	6	1
2014	274	1	5	11	20	11	31	6	1
2014	274	1	5	11	38	11	48	6	1
2014	274	1	7	10	23	10	38	6	1
2014	274	1	8	10	28	10	39	6	1
2014	274	1	9	9	34	9	46	6	1
2014	274	1	9	10	28	10	38	6	1
2014	274	1	30	10	23	10	40	6	1
2014	277	1	8	9	11	9	35	6	3
2014	277	1	9	9	10	9	24	6	4
2014	277	1	13	9	9	9	33	6	4
2014	277	1	16	9	37	9	48	6	2
2014	277	1	23	7	8	7	19	6	1
2014	281	1	7	11	10	11	26	6	4
2014	281	1	24	13	41	13	51	6	5
2014	281	1	26	12	17	12	31	6	2
2014	281	1	28	12	37	12	48	6	2
2014	282	1	2	7	26	7	43	6	1
2014	282	1	3	7	37	7	55	6	1
2014	282	1	5	11	3	11	16	6	1
2014	282	1	6	5	48	6	3	6	1
2014	282	1	7	8	57	9	18	6	1
2014	282	1	8	9	12	9	22	6	1
2014	282	1	8	8	18	8	37	6	4
2014	282	1	9	9	12	9	26	6	1
2014	282	1	9	7	52	8	6	6	1
2014	282	1	10	9	1	9	14	6	4
2014	282	1	13	8	27	8	38	6	2
2014	282	1	16	9	17	9	33	6	1
2014	282	1	17	15	25	15	36	6	1
2014	282	1	20	5	46	6	11	6	1
2014	282	1	20	6	24	6	35	6	4
2014	282	1	26	12	5	12	18	6	1
2014	282	1	26	11	13	11	28	6	1
2014	282	1	28	11	11	11	21	6	1
2014	282	1	28	11	58	12	18	6	1
2014	282	1	30	11	3	11	23	6	1
2014	284	1	7	10	29	10	39	6	2
2014	284	1	7	10	44	11	8	6	2
2014	284	1	7	9	35	9	45	6	2
2014	284	1	8	8	31	8	44	6	1
2014	284	1	9	7	48	8	2	6	1
2014	284	1	13	8	29	8	45	6	1
2014	284	1	30	11	10	11	22	6	2
2014	287	1	6	17	15	17	41	6	5
2014	287	1	6	16	55	17	10	6	1
2014	287	1	6	17	48	18	1	6	5
2014	287	1	12	16	17	16	28	6	4
2014	287	1	17	15	34	15	58	6	1
2014	287	1	24	15	14	15	25	6	5
2014	287	1	24	15	27	15	37	6	5
2014	287	1	24	15	1	15	12	6	5
2014	287	1	25	18	11	18	22	6	5
2014	287	1	31	17	51	18	20	6	5
2014	288	1	7	9	57	10	25	6	2
2014	288	1	13	9	57	10	7	6	2
2014	288	1	15	11	51	12	3	6	5
2014	288	1	30	10	13	10	23	6	5
2014	288	1	30	9	57	10	10	6	2
2014	291	1	5	8	27	8	42	6	1
2014	291	1	5	9	6	9	19	6	1
2014	291	1	7	9	6	9	16	6	1
2014	291	1	8	8	29	8	42	6	1
2014	291	1	8	9	1	9	14	6	1
2014	291	1	28	10	22	10	32	6	1
2014	293	1	2	6	36	6	59	6	1
2014	293	1	3	7	16	7	27	6	1
2014	293	1	5	10	4	10	15	6	1
2014	293	1	5	9	25	9	37	6	1
2014	293	1	6	16	2	16	17	6	4
