2014	314	1	30	8	26	8	36	5
2014	319	1	12	13	12	13	36	4
2014	319	1	24	13	1	13	27	4
2014	319	1	24	12	38	12	55	4
2014	319	1	28	10	20	10	35	4
2014	320	1	13	6	43	6	54	5
2014	320	1	20	2	53	3	15	5
2014	320	1	20	3	20	3	40	5
2014	320	1	23	4	17	4	31	5
2014	320	1	26	9	12	9	23	5
2014	322	1	12	13	13	13	25	4
2014	322	1	12	14	0	14	11	4
2014	322	1	24	13	5	13	17	4
2014	2	2	12	12	11	12	37	4
2014	4	2	12	12	11	12	23	4
2014	50	2	24	7	23	7	37	4
2014	50	2	12	8	11	8	22	4
2014	51	2	12	8	3	8	23	4
2014	51	2	12	8	28	8	55	4
2014	51	2	24	7	5	7	17	4
2014	51	2	25	10	26	10	36	4
2014	51	2	25	9	52	10	21	4
2014	51	2	29	11	19	12	21	4
2014	52	2	12	8	23	8	38	4
2014	52	2	25	9	49	10	8	4
2014	52	2	29	11	19	11	35	4
2014	52	2	29	11	7	11	17	4
2014	53	2	29	11	4	11	16	4
2014	54	2	25	10	13	10	41	4
2014	54	2	29	10	21	10	49	4
2014	54	2	29	11	14	11	32	4
2014	55	2	25	9	54	10	4	4
2014	59	2	12	8	5	8	25	4
2014	59	2	12	9	7	9	26	4
2014	59	2	25	9	12	9	23	4
2014	60	2	12	8	3	8	35	4
2014	60	2	25	9	19	9	46	4
2014	60	2	25	9	46	10	2	4
2014	242	2	7	11	38	11	53	5
2014	254	2	7	11	18	11	36	6
2014	254	2	30	12	4	12	14	6
2014	262	2	30	12	21	12	37	6
2014	266	2	30	11	32	12	0	6
2014	266	2	30	12	15	12	27	6
2014	267	2	9	8	29	8	46	6
2014	267	2	9	9	10	9	26	6
2014	268	2	7	10	22	10	34	6
2014	268	2	7	10	36	10	47	6
2014	270	2	9	9	30	9	51	6
2014	274	2	7	10	9	10	20	6
2014	274	2	30	10	23	10	40	6
2014	282	2	7	8	54	9	14	6
2014	282	2	9	7	52	8	8	6
2014	299	2	30	9	44	10	2	5
2014	308	2	7	7	42	7	54	5
2014	308	2	12	14	56	15	14	5
2014	308	2	12	14	29	14	39	5
2014	308	2	24	13	39	13	57	5
2014	308	2	30	8	46	8	59	5
2014	308	2	30	9	31	9	45	5
2014	311	2	7	7	31	7	50	5
2014	311	2	30	7	47	7	57	5
2014	312	2	12	14	0	14	10	5
2014	314	2	12	14	0	14	11	5
2014	314	2	30	8	24	8	46	5
2014	319	2	12	13	16	13	26	4
2014	319	2	12	13	28	13	44	4
2014	319	2	24	13	1	13	27	4
2014	320	2	7	6	45	6	56	5
2014	322	2	12	14	1	14	15	4
2014	322	2	24	12	55	13	22	4
2015	46	1	12	7	58	8	11	4
2015	46	1	29	10	39	10	55	4
2015	48	1	25	10	16	10	30	5
2015	48	1	29	10	0	10	10	5
2015	48	1	29	10	17	10	27	5
2015	48	1	29	10	43	11	19	5
2015	49	1	12	7	6	7	21	6
2015	49	1	25	9	28	9	45	6
2015	49	1	29	10	22	10	35	6
2015	52	1	29	10	7	10	27	6
2015	52	1	29	10	29	10	40	6
2015	54	1	24	6	45	6	58	6
2015	54	1	25	8	43	8	57	6
2015	54	1	25	8	59	9	10	6
2015	54	1	29	9	27	9	45	6
2015	60	1	12	7	0	7	13	6
2015	61	1	12	6	48	7	0	6
2015	61	1	12	7	2	7	14	6
2015	61	1	24	4	55	5	14	6
2015	61	1	24	5	33	5	51	6
2015	61	1	29	10	23	10	38	6
2015	71	1	12	7	9	7	20	6
2015	71	1	21	11	32	11	43	6
2015	71	1	29	8	57	9	18	6
2015	71	1	29	9	30	9	41	6
2015	72	1	22	13	41	13	54	6
2015	72	1	27	13	11	13	28	6
2015	72	1	27	13	39	13	50	6
2015	75	1	12	6	40	6	51	6
2015	76	1	27	13	4	13	25	6
2015	77	1	21	10	38	10	52	6
2015	77	1	25	8	4	8	15	6
2015	77	1	29	8	4	8	15	6
2015	77	1	29	8	32	8	47	6
2015	78	1	21	11	19	11	39	6
2015	78	1	25	7	13	7	27	6
2015	78	1	29	8	40	8	55	6
2015	78	1	29	9	10	9	22	6
2015	79	1	12	6	15	6	29	6
2015	79	1	25	6	19	6	36	6
2015	80	1	29	8	16	8	31	6
2015	81	1	19	13	37	13	50	6
2015	81	1	21	10	7	10	21	6
2015	81	1	22	13	4	13	20	6
2015	81	1	25	7	8	7	23	6
2015	81	1	25	7	28	7	44	6
2015	84	1	21	10	43	11	0	6
2015	85	1	29	7	52	8	8	6
2015	87	1	21	9	17	9	33	6
2015	87	1	25	6	49	7	32	6
2015	87	1	29	7	49	8	2	6
2015	88	1	27	12	14	12	25	6
2015	90	1	21	10	8	10	21	6
2015	90	1	21	9	29	9	43	6
2015	90	1	27	12	13	12	36	6
2015	100	1	29	7	18	7	36	6
2015	103	1	21	9	23	9	38	6
2015	105	1	27	10	42	11	2	6
2015	106	1	21	8	13	8	34	6
2015	106	1	27	11	23	11	39	6
2015	107	1	21	8	37	8	53	6
2015	234	1	9	10	38	10	56	4
2015	235	1	9	9	15	9	43	4
2015	235	1	23	8	45	9	26	4
2015	235	1	23	9	32	9	47	4
2015	237	1	3	8	6	8	18	4
2015	237	1	23	8	6	8	18	4
2015	238	1	7	10	50	11	10	4
2015	238	1	9	10	7	10	38	4
2015	238	1	9	10	52	11	10	4
2015	240	1	7	11	23	11	41	4
2015	240	1	7	11	44	11	54	4
2015	240	1	9	9	57	10	9	4
2015	241	1	23	8	57	9	29	4
2015	46	2	12	7	59	8	16	4
2015	46	2	29	10	43	10	57	4
2015	48	2	29	10	1	10	15	5
2015	48	2	29	10	33	11	23	5
2015	49	2	12	7	10	7	21	6
2015	49	2	12	7	39	8	4	6
2015	49	2	25	9	27	9	45	6
2015	49	2	29	10	25	10	35	6
2015	52	2	29	10	7	10	27	6
2015	52	2	29	10	29	10	41	6
2015	54	2	25	8	43	9	10	6
2015	54	2	25	9	32	9	42	6
2015	54	2	29	9	27	9	45	6
2015	59	2	12	7	12	7	24	6
2015	60	2	12	7	0	7	22	6
2015	60	2	25	8	6	8	17	6
2015	61	2	12	6	48	7	1	6
2015	61	2	24	4	56	5	14	6
2015	61	2	24	5	33	5	51	6
2015	61	2	29	10	23	10	38	6
2015	71	2	25	7	13	7	26	6
2015	71	2	29	8	57	9	18	6
2015	77	2	29	8	40	8	53	6
2015	78	2	29	8	27	8	54	6
2015	79	2	25	6	19	6	36	6
2015	80	2	29	8	16	8	27	6
2015	81	2	25	7	8	7	23	6
2015	81	2	25	7	28	7	45	6
2015	81	2	27	12	43	12	58	6
2015	81	2	27	13	18	13	29	6
2015	85	2	29	7	57	8	8	6
2015	87	2	25	6	50	7	32	6
2015	87	2	29	7	50	8	2	6
2015	87	2	29	7	11	7	31	6
2015	88	2	27	12	14	12	25	6
2015	100	2	29	7	22	7	36	6
2015	105	2	27	10	42	11	2	6
2015	106	2	27	11	19	11	39	6
2015	234	2	9	10	38	10	49	4
2015	235	2	9	9	16	9	43	4
2015	238	2	7	10	50	11	10	4
2015	240	2	7	11	32	11	53	4
2015	240	2	9	9	57	10	9	4
2016	6	1	12	9	12	9	24	4
2016	6	1	12	9	59	10	21	4
2016	6	1	24	9	7	9	24	4
2016	7	1	12	10	0	10	21	4
2016	7	1	13	5	21	5	34	4
2016	7	1	25	10	24	10	41	4
2016	7	1	25	10	59	11	22	4
2016	8	1	29	12	32	12	44	4
2016	8	1	29	11	49	12	4	4
2016	38	1	21	13	41	13	56	5
2016	39	1	12	6	41	6	56	5
2016	39	1	12	6	59	7	29	5
2016	39	1	24	5	18	5	35	5
2016	42	1	21	12	40	12	59	5
2016	43	1	21	12	1	12	13	4
2016	43	1	21	12	56	13	6	4
2016	43	1	25	9	31	9	43	4
2016	43	1	29	10	1	10	15	4
2016	67	1	21	10	3	10	23	4
2016	67	1	21	11	12	11	40	4
2016	68	1	10	13	37	13	48	4
2016	71	1	29	8	8	8	23	5
2016	71	1	29	8	42	8	57	5
2016	75	1	25	6	55	7	8	4
2016	75	1	29	7	48	8	4	4
2016	75	1	29	8	13	8	30	4
2016	77	1	27	11	49	12	5	4
2016	6	2	12	10	1	10	11	4
2016	7	2	12	10	0	10	20	4
2016	7	2	25	10	29	10	41	4
2016	7	2	25	10	59	11	15	4
2016	39	2	12	6	41	6	56	5
2016	39	2	12	7	1	7	29	5
2016	43	2	25	9	31	9	43	4
2016	43	2	29	10	1	10	15	4
2016	44	2	12	7	6	7	17	4
2016	71	2	29	8	9	8	22	5
2016	75	2	25	6	55	7	13	4
2016	75	2	25	6	21	6	37	4
2016	75	2	29	8	13	8	25	4
2016	75	2	29	7	48	8	5	4
2016	77	2	27	11	43	12	7	4
2016	284	2	7	7	47	7	58	4
2017	18	1	29	11	23	11	38	4
2017	18	1	29	10	43	10	54	4
2017	19	1	25	9	11	9	29	4
2017	31	1	25	8	49	9	2	4
2017	31	1	27	14	46	14	57	4
2017	31	1	29	9	1	9	19	4
2017	32	1	10	15	6	15	29	4
2017	32	1	29	10	0	10	12	4
2017	33	1	21	11	22	11	35	4
2017	35	1	10	15	6	15	19	4
2017	19	2	25	9	11	9	29	4
2017	31	2	10	14	59	15	10	4
2017	31	2	25	8	49	9	2	4
2017	31	2	29	9	1	9	12	4
2017	32	2	10	15	12	15	27	4
2017	32	2	29	10	1	10	12	4
2018	13	1	29	10	42	10	55	4
2018	13	1	29	9	55	10	7	4
2018	58	1	12	4	49	5	5	4
2018	69	1	21	7	46	8	4	4
2018	69	1	29	6	13	6	41	4
2018	75	1	21	8	33	8	44	4
2018	75	1	29	6	47	7	2	4
2018	84	1	21	7	31	7	50	4
2018	84	1	27	9	11	9	34	4
2018	84	1	27	9	37	9	51	4
2018	101	1	27	7	39	7	56	4
2018	58	2	12	4	54	5	5	4
2018	69	2	29	6	13	6	41	4
2018	75	2	29	6	48	7	6	4
2018	84	2	27	9	11	9	33	4
