2014	4	1	12	12	12	12	23	4	0	1
2014	50	1	12	9	20	9	38	4	0	1
2014	50	1	21	13	22	13	57	4	0	1
2014	50	1	21	14	2	14	26	4	0	1
2014	50	1	25	8	55	9	36	4	0	1
2014	50	1	26	4	20	4	31	4	0	1
2014	50	1	28	4	17	4	30	4	0	1
2014	51	1	12	8	41	8	54	4	0	1
2014	51	1	12	8	28	8	39	4	0	1
2014	51	1	25	10	25	10	36	4	0	1
2014	51	1	29	12	1	12	15	4	0	1
2014	54	1	25	10	22	10	32	4	0	1
2014	54	1	29	10	22	10	34	4	0	1
2014	54	1	29	10	36	10	49	4	0	1
2014	55	1	25	9	54	10	4	4	0	1
2014	59	1	12	9	7	9	26	4	0	1
2014	59	1	25	9	11	9	24	4	0	1
2014	73	1	21	12	32	12	58	4	0	1
2014	233	1	20	8	57	9	9	5	0	1
2014	242	1	7	11	52	12	2	5	0	1
2014	242	1	10	11	37	12	6	5	0	1
2014	243	1	13	10	44	11	3	5	0	1
2014	246	1	13	10	21	10	56	5	0	1
2014	248	1	23	8	56	9	11	5	0	1
2014	255	1	13	9	31	9	46	6	0	1
2014	255	1	23	9	5	9	23	6	0	1
2014	265	1	8	10	13	10	25	6	0	1
2014	270	1	8	9	28	9	52	6	0	1
2014	270	1	9	9	30	9	51	6	0	1
2014	270	1	10	9	28	9	43	6	0	1
2014	270	1	13	9	35	9	52	6	0	1
2014	270	1	32	5	30	5	44	6	0	1
2014	271	1	30	12	0	12	10	6	0	1
2014	274	1	7	10	23	10	38	6	0	1
2014	274	1	30	10	23	10	40	6	0	1
2014	282	1	7	8	57	9	18	6	0	1
2014	282	1	9	7	52	8	6	6	0	1
2014	282	1	28	11	58	12	18	6	0	1
2014	299	1	12	14	36	14	47	5	0	1
2014	299	1	30	9	44	10	2	5	0	1
2014	308	1	7	7	42	7	54	5	0	1
2014	308	1	12	14	56	15	12	5	0	1
2014	308	1	12	14	27	14	39	5	0	1
2014	308	1	13	7	47	8	1	5	0	1
2014	308	1	24	13	46	13	57	5	0	1
2014	309	1	13	7	55	8	15	5	0	1
2014	309	1	30	9	35	9	49	5	0	1
2014	311	1	13	7	46	8	6	5	0	1
2014	311	1	28	10	39	10	50	5	0	1
2014	311	1	30	7	46	7	57	5	0	1
2014	314	1	12	14	22	14	38	5	0	1
2014	320	1	13	6	43	6	54	5	0	1
2014	320	1	26	9	12	9	23	5	0	1
2014	322	1	12	13	13	13	25	4	0	1
2014	322	1	12	14	0	14	11	4	0	1
2014	322	1	24	13	5	13	17	4	0	1
2014	4	2	12	12	11	12	23	4	0	1
2014	51	2	12	8	3	8	23	4	0	1
2014	51	2	12	8	28	8	55	4	0	1
2014	51	2	25	10	26	10	36	4	0	1
2014	51	2	29	11	19	12	21	4	0	1
2014	54	2	25	10	13	10	41	4	0	1
2014	54	2	29	10	21	10	49	4	0	1
2014	55	2	25	9	54	10	4	4	0	1
2014	59	2	12	9	7	9	26	4	0	1
2014	59	2	25	9	12	9	23	4	0	1
2014	242	2	7	11	38	11	53	5	0	1
2014	254	2	30	12	4	12	14	6	0	1
