2014	266	2	30	11	32	12	0	6	0	1
2014	270	2	9	9	30	9	51	6	0	1
2014	274	2	30	10	23	10	40	6	0	1
2014	282	2	9	7	52	8	8	6	0	1
2014	299	2	30	9	44	10	2	5	0	1
2014	308	2	7	7	42	7	54	5	0	1
2014	308	2	12	14	56	15	14	5	0	1
2014	308	2	12	14	29	14	39	5	0	1
2014	308	2	24	13	39	13	57	5	0	1
2014	308	2	30	9	31	9	45	5	0	1
2014	311	2	7	7	31	7	50	5	0	1
2014	311	2	30	7	47	7	57	5	0	1
2014	320	2	7	6	45	6	56	5	0	1
2014	322	2	12	14	1	14	15	4	0	1
2014	322	2	24	12	55	13	22	4	0	1
2015	46	1	29	10	39	10	55	4	0	1
2015	48	1	25	10	16	10	30	5	0	1
2015	48	1	29	10	17	10	27	5	0	1
2015	48	1	29	10	43	11	19	5	0	1
2015	49	1	12	7	6	7	21	6	0	1
2015	49	1	25	9	28	9	45	6	0	1
2015	49	1	29	10	22	10	35	6	0	1
2015	77	1	21	10	38	10	52	6	0	1
2015	77	1	25	8	4	8	15	6	0	1
2015	77	1	29	8	4	8	15	6	0	1
2015	77	1	29	8	32	8	47	6	0	1
2015	81	1	19	13	37	13	50	6	0	1
2015	81	1	21	10	7	10	21	6	0	1
2015	81	1	22	13	4	13	20	6	0	1
2015	81	1	25	7	8	7	23	6	0	1
2015	81	1	25	7	28	7	44	6	0	1
2015	88	1	27	12	14	12	25	6	0	1
2015	48	2	29	10	33	11	23	5	0	1
2015	49	2	12	7	10	7	21	6	0	1
2015	49	2	12	7	39	8	4	6	0	1
2015	49	2	25	9	27	9	45	6	0	1
2015	49	2	29	10	25	10	35	6	0	1
2015	77	2	29	8	40	8	53	6	0	1
2015	81	2	25	7	8	7	23	6	0	1
2015	81	2	25	7	28	7	45	6	0	1
2015	81	2	27	12	43	12	58	6	0	1
2015	88	2	27	12	14	12	25	6	0	1
2016	38	1	21	13	41	13	56	5	0	1
2016	39	1	12	6	41	6	56	5	0	1
2016	39	1	12	6	59	7	29	5	0	1
2016	39	1	24	5	18	5	35	5	0	1
2016	42	1	21	12	40	12	59	5	0	1
2016	43	1	21	12	1	12	13	4	0	1
2016	43	1	21	12	56	13	6	4	0	1
2016	67	1	21	10	3	10	23	4	0	1
2016	71	1	29	8	42	8	57	5	0	1
2016	75	1	25	6	55	7	8	4	0	1
2016	75	1	29	7	48	8	4	4	0	1
2016	75	1	29	8	13	8	30	4	0	1
2016	77	1	27	11	49	12	5	4	0	1
2016	39	2	12	6	41	6	56	5	0	1
2016	39	2	12	7	1	7	29	5	0	1
2016	75	2	25	6	55	7	13	4	0	1
2016	75	2	25	6	21	6	37	4	0	1
2016	75	2	29	8	13	8	25	4	0	1
2016	75	2	29	7	48	8	5	4	0	1
2016	77	2	27	11	43	12	7	4	0	1
2016	284	2	7	7	47	7	58	4	0	1
2017	19	1	25	9	11	9	29	4	0	1
2017	31	1	25	8	49	9	2	4	0	1
2017	31	1	27	14	46	14	57	4	0	1
2017	31	1	29	9	1	9	19	4	0	1
2017	32	1	10	15	6	15	29	4	0	1
2017	32	1	29	10	0	10	12	4	0	1
2017	33	1	21	11	22	11	35	4	0	1
2017	19	2	25	9	11	9	29	4	0	1
2017	31	2	10	14	59	15	10	4	0	1
2017	31	2	25	8	49	9	2	4	0	1
2017	31	2	29	9	1	9	12	4	0	1
2017	32	2	10	15	12	15	27	4	0	1
2017	32	2	29	10	1	10	12	4	0	1
2018	13	1	29	10	42	10	55	4	0	1
2018	69	1	21	7	46	8	4	4	0	1
2018	69	1	29	6	13	6	41	4	0	1
2018	84	1	21	7	31	7	50	4	0	1
2018	84	1	27	9	11	9	34	4	0	1
2018	84	1	27	9	37	9	51	4	0	1
2018	69	2	29	6	13	6	41	4	0	1
2018	84	2	27	9	11	9	33	4	0	1
2014	50	1	12	8	49	9	13	4	0	2
2014	50	1	12	8	3	8	21	4	0	2
2014	50	1	26	4	34	4	51	4	0	2
2014	51	1	24	7	4	7	16	4	0	2
2014	51	1	25	9	56	10	21	4	0	2
2014	51	1	29	11	19	11	57	4	0	2
2014	59	1	12	8	5	8	30	4	0	2
2014	60	1	12	8	3	8	25	4	0	2
2014	60	1	25	9	19	9	30	4	0	2
2014	60	1	25	9	46	10	2	4	0	2
2014	60	1	25	9	30	9	43	4	0	2
2014	72	1	12	7	8	7	20	4	0	2
2014	254	1	7	11	21	11	36	6	0	2
2014	254	1	30	12	7	12	19	6	0	2
2014	282	1	10	9	1	9	14	6	0	2
2014	288	1	30	9	57	10	10	6	0	2
2014	300	1	26	10	36	10	46	5	0	2
2014	308	1	13	8	26	8	37	5	0	2
2014	308	1	30	8	48	8	59	5	0	2
2014	314	1	13	7	46	8	17	5	0	2
2014	314	1	28	10	19	10	30	5	0	2
2014	314	1	28	10	35	10	51	5	0	2
2014	314	1	30	8	26	8	36	5	0	2
2014	320	1	20	2	53	3	15	5	0	2
2014	50	2	24	7	23	7	37	4	0	2
2014	50	2	12	8	11	8	22	4	0	2
2014	51	2	24	7	5	7	17	4	0	2
2014	51	2	25	9	52	10	21	4	0	2
2014	59	2	12	8	5	8	25	4	0	2
2014	60	2	12	8	3	8	35	4	0	2
2014	60	2	25	9	19	9	46	4	0	2
2014	60	2	25	9	46	10	2	4	0	2
2014	254	2	7	11	18	11	36	6	0	2
2014	266	2	30	12	15	12	27	6	0	2
2014	274	2	7	10	9	10	20	6	0	2
2014	312	2	12	14	0	14	10	5	0	2
2014	314	2	30	8	24	8	46	5	0	2
2015	46	1	12	7	58	8	11	4	0	2
2015	90	1	21	10	8	10	21	6	0	2
2015	46	2	12	7	59	8	16	4	0	2
2015	46	2	29	10	43	10	57	4	0	2
2015	48	2	29	10	1	10	15	5	0	2
2015	59	2	12	7	12	7	24	6	0	2
2016	44	2	12	7	6	7	17	4	0	2
2014	262	2	30	12	21	12	37	6	0	3
2015	76	1	27	13	4	13	25	6	0	3
2016	71	1	29	8	8	8	23	5	0	3
2016	71	2	29	8	9	8	22	5	0	3
2018	13	1	29	9	55	10	7	4	0	3
2014	60	1	29	10	45	11	3	4	0	4
2014	239	1	20	8	31	9	12	5	0	4
2014	255	1	13	9	1	9	30	6	0	4
2014	282	2	7	8	54	9	14	6	0	4
2014	308	2	30	8	46	8	59	5	0	4
2015	48	1	29	10	0	10	10	5	0	4
2015	54	1	24	6	45	6	58	6	0	4
2016	43	1	25	9	31	9	43	4	0	4
2016	43	1	29	10	1	10	15	4	0	4
2016	43	2	25	9	31	9	43	4	0	4
2016	43	2	29	10	1	10	15	4	0	4
